sitename,score,regionID,city,state,Latitude,Longitude,Federal_Facility_Indicator,Partial_Deletion,Listing_year,Listing_month,Listing_day,Proposed_year,Proposed_month,Proposed_day,Construction_year,Construction_month,Construction_day
Bruno Co-op Association/Associated Properties,50.0,7,Bruno,Nebraska,41.284722,-96.959722,no,no,1992,10,14,1996,6,17,2005,9,13
Ogallala Ground Water Contamination,50.0,7,Ogallala,Nebraska,41.123889,-101.736111,no,no,1992,10,14,1994,12,16,2006,9,27
Adak Naval Air Station,51.37,10,Adak,Alaska,51.8775,-176.6525,yes,no,1992,10,14,1994,5,31,0,0,0
Summitville Mine,50.0,8,Rio Grande County,Colorado,37.43,-106.585,no,no,1993,5,10,1994,5,31,2013,9,30
Del Monte Corp. (Oahu Plantation),50.0,9,Honolulu County,Hawaii,21.458333,-158.066667,no,yes,1993,5,10,1994,12,16,2008,9,8
"Ordnance Products, Inc.",32.15,3,Cecil County,Maryland,39.630833,-75.923889,no,no,1993,5,10,1997,9,25,2015,6,19
Horseshoe Road,51.37,2,Sayreville,New Jersey,40.484722,-74.319444,no,no,1993,5,10,1995,9,29,0,0,0
Onondaga Lake,50.0,2,Syracuse,New York,43.069444,-76.208056,no,no,1993,5,10,1994,12,16,0,0,0
RSR Corp.,50.0,6,Dallas,Texas,32.776944,-96.8725,no,no,1993,5,10,1995,9,29,2004,9,28
Pacific Sound Resources,70.71,10,Seattle,Washington,47.582332,-122.366667,no,no,1993,5,10,1994,5,31,2005,9,16
Paducah Gaseous Diffusion Plant (USDOE),56.95,4,Paducah,Kentucky,37.120138,-88.811111,yes,no,1993,5,10,1994,5,31,0,0,0
Hanscom Field/Hanscom Air Force Base,50.0,1,Bedford,Massachusetts,42.470666,-71.289444,yes,no,1993,5,10,1994,5,31,2007,9,28
"Natick Laboratory Army Research, Development, and Engineering Center",50.0,1,Natick,Massachusetts,42.288889,-71.363611,yes,no,1993,5,10,1994,5,31,2014,12,30
Beltsville Agricultural Research Center (USDA),50.0,3,Beltsville,Maryland,39.029166,-76.884583,yes,no,1993,5,10,1994,5,31,0,0,0
Langley Air Force Base/NASA Langley Research Center,50.0,3,Hampton,Virginia,37.069999,-76.358611,yes,no,1993,5,10,1994,5,31,0,0,0
Marine Corps Combat Development Command,50.0,3,Quantico,Virginia,38.521667,-77.29,yes,no,1993,5,10,1994,5,31,0,0,0
Puget Sound Naval Shipyard Complex,50.0,10,Bremerton,Washington,47.559166,-122.647222,yes,no,1993,5,10,1994,5,31,2007,8,22
Naval Weapons Industrial Reserve Plant,50.0,1,Bedford,Massachusetts,42.478889,-71.290277,yes,no,1993,6,23,1994,5,31,2015,4,1
South Weymouth Naval Air Station,50.0,1,Weymouth,Massachusetts,42.155277,-70.93347,yes,yes,1993,6,23,1994,5,31,0,0,0
Portsmouth Naval Shipyard,50.0,1,Kittery,Maine,43.084167,-70.741666,yes,no,1993,6,23,1994,5,31,2019,9,26
UGI Columbia Gas Plant,50.78,3,Columbia,Pennsylvania,40.026207,-76.498389,no,no,1993,6,23,1994,5,31,2007,9,24
Allegany Ballistics Laboratory (USNAVY),50.0,3,Mineral County,West Virginia,39.560972,-78.843611,yes,no,1993,6,23,1994,5,31,0,0,0
Redstone Arsenal (USARMY/NASA),50.0,4,Huntsville,Alabama,34.646944,-86.673055,yes,no,1993,6,23,1994,5,31,0,0,0
"Chemfax, Inc.",38.4,4,Gulfport,Mississippi,30.428888,-89.089166,no,no,1993,6,23,2012,3,15,2016,2,23
North Sanitary Landfill,50.0,5,Dayton,Ohio,39.78611,-84.1525,no,no,1993,6,23,1994,5,31,0,0,0
Ripon City Landfill,39.04,5,Fond Du Lac County,Wisconsin,43.866806,-88.870556,no,no,1993,6,23,1994,5,31,1996,9,25
ALCOA (Point Comfort)/Lavaca Bay,50.0,6,Point Comfort,Texas,28.650833,-96.562222,no,no,1993,6,23,1994,2,23,2007,7,23
Fort Richardson (USARMY),50.0,10,Anchorage,Alaska,61.258333,-149.7,yes,no,1993,6,23,1994,5,31,2006,9,28
Fremont National Forest/White King and Lucky Lass Uranium Mines (USDA),50.0,10,Lake County,Oregon,42.336111,-120.541667,yes,no,1993,6,23,1995,4,25,2006,9,28
McCormick & Baxter Creosoting Co. (Portland Plant),50.0,10,Portland,Oregon,45.579443,-122.73944,no,no,1993,6,23,1994,5,31,2005,9,27
Jackson Park Housing Complex (USNAVY),50.0,10,Kitsap County,Washington,47.58861,-122.695972,yes,no,1993,6,23,1994,5,31,0,0,0
Laboratory for Energy-Related Health Research/Old Campus Landfill (USDOE),50.0,9,Davis,California,38.51875,-121.75125,yes,no,1994,1,18,1994,5,31,0,0,0
Navy Ships Parts Control Center,50.0,3,Mechanicsburg,Pennsylvania,40.223888,-76.99361,yes,no,1994,1,18,1994,5,31,0,0,0
Frontier Fertilizer,35.04,9,Davis,California,38.553055,-121.673333,no,no,1994,1,18,1994,5,31,2018,7,31
Butler Mine Tunnel,49.51,3,Pittston,Pennsylvania,41.3268,-75.7899,no,no,1986,6,10,1987,7,22,2005,9,8
Fort Eustis (US Army),50.0,3,Newport News,Virginia,37.105,-76.568332,yes,no,1994,1,18,1994,12,16,0,0,0
Old Navy Dump/Manchester Laboratory (USEPA/NOAA),50.0,10,Manchester,Washington,47.574443,-122.548055,yes,no,1994,1,18,1994,5,31,2002,9,30
Patuxent River Naval Air Station,50.0,3,St. Mary's County,Maryland,38.270694,-76.419444,yes,no,1994,1,18,1994,5,31,0,0,0
Whiting Field Naval Air Station,50.0,4,Milton,Florida,30.709722,-87.020417,yes,no,1994,1,18,1994,5,31,0,0,0
Chevron Chemical Co. (Ortho Division),50.0,4,Orlando,Florida,28.578889,-81.408889,no,no,1994,1,18,1994,5,31,1998,2,10
Mason City Coal Gasification Plant,69.33,7,Mason City,Iowa,43.1476,-93.1992,no,no,1994,1,18,1994,12,16,2008,4,28
"Chemical Commodities, Inc.",50.0,7,Olathe,Kansas,38.878194,-94.805556,no,no,1994,1,18,1994,5,31,2012,1,11
Naval Computer and Telecommunications Area Master Station Eastern Pacific,50.0,9,Oahu,Hawaii,21.519027,-158.005138,yes,no,1994,1,18,1994,5,31,0,0,0
GCL Tie and Treating Inc.,48.54,2,Village of Sidney,New York,42.300555,-75.413333,no,no,1994,1,18,1994,5,31,2004,9,22
Willow Grove Naval Air and Air Reserve Station,50.0,3,Willow Grove,Pennsylvania,40.19222,-75.1475,yes,no,1994,8,23,1995,9,29,0,0,0
Escambia Wood - Pensacola,50.0,4,Pensacola,Florida,30.4553,-87.2317,no,yes,1994,8,23,1994,12,16,0,0,0
Cherry Point Marine Corps Air Station,70.71,4,Havelock,North Carolina,34.9,-76.8917,yes,no,1994,8,23,1994,12,16,0,0,0
Aqua-Tech Environmental Inc. (Groce Laboratories),50.0,4,Greer,South Carolina,34.9328,-82.1725,no,no,1994,8,23,1994,12,16,2011,9,29
Agriculture Street Landfill,50.0,6,New Orleans,Louisiana,29.98866,-90.040165,no,yes,1994,8,23,1994,12,16,2002,4,2
Parris Island Marine Corps Recruit Depot,50.0,4,Parris Island,South Carolina,32.3528,-80.7031,yes,no,1994,8,23,1994,12,16,0,0,0
Reynolds Metals Company,70.71,10,Troutdale,Oregon,45.5569,-122.399161,no,no,1994,8,23,1994,12,16,2006,9,29
Ace Services,50.0,7,Colby,Kansas,39.396944,-101.039167,no,no,1995,2,13,1995,9,29,2003,9,22
West Site/Hows Corners,50.0,1,Plymouth,Maine,44.740278,-69.182222,no,no,1995,2,13,1995,9,29,2011,9,28
Indian Head Naval Surface Warfare Center,50.0,3,Indian Head,Maryland,38.591389,-77.174306,yes,no,1995,2,13,1995,9,29,0,0,0
Eastern Surplus,50.0,1,Meddybemps,Maine,45.038889,-67.358333,no,no,1995,10,2,1996,6,17,2001,9,25
Franklin Burn,40.67,2,Franklin Township,New Jersey,39.594444,-75.025,no,no,1995,10,2,1996,6,17,2003,7,18
"Breslube-Penn, Inc",50.0,3,Coraopolis,Pennsylvania,40.501389,-80.146389,no,no,1995,10,2,1996,6,17,0,0,0
Penta Wood Products,50.0,5,Daniels,Wisconsin,45.784508,-92.431204,no,no,1995,10,2,1996,6,17,2000,9,28
Welsbach & General Gas Mantle (Camden Radiation),41.46,2,"Camden, Gloucester City",New Jersey,39.919722,-75.121944,no,no,1995,10,2,1996,6,17,0,0,0
Jennison-Wright Corporation,40.3,5,Granite City,Illinois,38.708333,-90.1525,no,no,1995,10,2,1996,6,17,2009,9,28
Wright Ground Water Contamination,50.0,7,Wright,Kansas,37.780556,-99.888889,no,no,1995,10,2,1996,6,17,2008,7,30
Beede Waste Oil,70.71,1,Plaistow,New Hampshire,42.855075,-71.105889,no,no,1996,6,17,1996,12,23,0,0,0
Central Chemical (Hagerstown),50.0,3,Hagerstown,Maryland,39.656667,-77.723611,no,no,1996,6,17,1997,9,25,0,0,0
Sharon Steel Corp (Fairmont Coke Works),57.08,3,Fairmont,West Virginia,39.493611,-80.114444,no,no,1996,6,17,1996,12,23,0,0,0
Norfolk Naval Base (Sewells Point Naval Complex),50.0,3,Norfolk,Virginia,36.940278,-76.300278,yes,no,1996,6,17,1997,4,1,2010,9,14
MRI Corp (Tampa),37.62,4,Tampa,Florida,27.96,-82.355833,no,no,1996,6,17,1996,12,23,2013,3,21
Shuron Inc.,68.26,4,Barnwell,South Carolina,33.236694,-81.375778,no,no,1996,6,17,1996,12,23,2011,10,18
Stauffer Chemical Co (Tampa),59.81,4,Tampa,Florida,27.963056,-82.370556,no,no,1996,6,17,1996,12,23,2000,9,26
Tyndall Air Force Base,50.0,4,Panama City,Florida,30.0875,-85.586667,yes,no,1996,6,17,1997,4,1,0,0,0
Madisonville Creosote Works,48.01,6,Madisonville,Louisiana,30.427222,-90.198611,no,no,1996,6,17,1996,12,23,2000,6,16
Tex-Tin Corp.,50.0,6,Texas City,Texas,29.356667,-94.941667,no,yes,1996,6,17,1998,9,18,2004,9,20
Brunswick Wood Preserving,54.49,4,Brunswick,Georgia,31.242222,-81.528056,no,no,1996,12,23,1997,4,1,2012,9,27
Ross Metals Inc.,37.65,4,Rossville,Tennessee,35.049167,-89.548611,no,no,1996,12,23,1997,4,1,2004,9,16
Oeser Co,69.34,10,Bellingham,Washington,48.770278,-122.514444,no,no,1996,12,23,1997,9,25,2011,9,20
Palermo Well Field Ground Water Contamination,50.0,10,Tumwater,Washington,47.001667,-122.904167,no,no,1996,12,23,1997,4,1,2001,2,22
DePue/New Jersey Zinc/Mobil Chemical Corp.,70.71,5,DePue,Illinois,41.327778,-89.304167,no,no,1997,4,1,1999,5,10,0,0,0
Fort George G. Meade,51.44,3,Odenton,Maryland,39.083333,-76.715278,yes,yes,1997,4,1,1998,7,28,0,0,0
Sprague Road Ground Water Plume,43.21,6,Odessa,Texas,31.918611,-102.428333,no,no,1997,4,1,1997,9,25,2003,9,29
Salford Quarry,50.0,3,Lower Salford Township,Pennsylvania,40.251944,-75.382222,no,no,1997,4,1,2009,9,23,0,0,0
Florida Petroleum Reprocessors,50.0,4,Fort Lauderdale,Florida,26.081944,-80.215556,no,no,1997,4,1,1998,3,6,2013,9,5
"Cornell Dubilier Electronics, Inc.",50.27,2,South Plainfield,New Jersey,40.576389,-74.414167,no,no,1997,9,25,1998,7,28,0,0,0
Fulton Avenue,33.08,2,North Hempstead,New York,40.737337,-73.657844,no,no,1997,9,25,1998,3,6,0,0,0
LCP Chemicals Inc.,50.0,2,Linden,New Jersey,40.6075,-74.210278,no,no,1997,9,25,1998,7,28,0,0,0
Puchack Well Field,50.0,2,Pennsauken Township,New Jersey,39.976667,-75.051944,no,no,1997,9,25,1998,3,6,0,0,0
Zschiegner Refining,50.0,2,Howell Township,New Jersey,40.145833,-74.2,no,no,1997,9,25,1998,3,6,2016,8,22
Cam-Or Inc.,58.91,5,Westville,Indiana,41.546528,-86.899306,no,no,1997,9,25,1998,3,6,0,0,0
Norfolk Naval Shipyard,50.0,3,Portsmouth,Virginia,36.821944,-76.294722,yes,no,1998,3,6,1999,7,22,0,0,0
Sharon Steel Corp (Farrell Works Disposal Area),50.0,3,Hickory Township,Pennsylvania,41.198611,-80.510278,no,no,1998,3,6,1998,7,28,0,0,0
Washington Navy Yard,48.57,3,Washington,District of Columbia,38.875,-76.9875,yes,no,1998,3,6,1998,7,28,0,0,0
Camilla Wood Preserving Company,50.0,4,Camilla,Georgia,31.2225,-84.20333,no,no,1998,3,6,1998,7,28,2014,12,15
Solitron Microwave,50.0,4,Port Salerno,Florida,27.136667,-80.199167,no,no,1998,3,6,1998,7,28,2004,8,6
Jasper Creosoting Company Inc.,50.0,6,Jasper,Texas,30.933889,-93.9825,no,no,1998,3,6,1998,7,28,2008,9,12
Rockwool Industries Inc.,48.0,6,Bell County,Texas,31.051667,-97.438056,no,no,1998,3,6,1998,9,29,2005,9,29
Lehigh Valley Railroad,50.0,2,Le Roy,New York,42.992028,-77.933306,no,no,1998,7,28,1999,1,19,0,0,0
Andrews Air Force Base,50.0,3,Camp Springs,Maryland,38.791667,-76.875,yes,no,1998,7,28,1999,5,10,0,0,0
Brandywine DRMO,50.15,3,Brandywine,Maryland,38.698056,-76.845,yes,no,1998,7,28,1999,5,10,0,0,0
Davis Park Road TCE,33.5,4,Gastonia,North Carolina,35.231667,-81.218889,no,no,1998,7,28,1999,1,19,2000,9,27
Indian Refinery-Texaco Lawrenceville,56.67,5,Lawrenceville,Illinois,38.715556,-87.682222,no,no,1998,7,28,2000,12,1,0,0,0
Pemaco Maywood,45.23,9,Maywood,California,33.985417,-118.17125,no,no,1998,7,28,1999,1,19,2007,9,25
North Railroad Avenue Plume,50.0,6,Espanola,New Mexico,35.9914,-106.081384,no,no,1998,7,28,1999,1,19,2008,6,30
Computer Circuits,50.0,2,Hauppauge,New York,40.813194,-73.24611,no,no,1998,7,28,1999,5,10,2008,12,23
Naval Amphibious Base Little Creek,50.0,3,Virginia Beach,Virginia,36.906111,-76.147778,yes,no,1998,7,28,1999,5,10,2015,5,11
Lava Cap Mine,33.66,9,Nevada City,California,39.228056,-120.969861,no,no,1998,9,29,1999,1,19,0,0,0
Middlesex Sampling Plant (USDOE),50.0,2,Middlesex,New Jersey,40.569806,-74.493194,yes,no,1998,9,29,1999,1,19,0,0,0
Mohonk Road Industrial Plant,50.0,2,High Falls,New York,41.816667,-74.13444,no,no,1998,9,29,1999,1,19,2008,9,30
Omega Chemical Corporation,30.94,9,Whittier,California,33.969722,-118.042222,no,no,1998,9,29,1999,1,19,0,0,0
City of Perryton Well No. 2,50.0,6,Perryton,Texas,36.400556,-100.804722,no,no,1998,9,29,1999,1,19,2003,9,30
Pownal Tannery,50.0,1,Pownal,Vermont,42.797167,-73.26575,no,no,1998,9,29,1999,1,19,2004,9,30
Smithtown Ground Water Contamination,50.0,2,Smithtown,New York,40.887806,-73.174778,no,no,1998,9,29,1999,1,19,2006,9,29
United States Avenue Burn,50.0,2,Gibbsboro,New Jersey,39.834167,-74.963889,no,no,1998,9,29,1999,7,22,0,0,0
Fridley Commons Park Well Field,50.0,5,Fridley,Minnesota,45.080556,-93.255556,no,no,1998,9,29,1999,1,19,2005,10,25
"Many Diversified Interests, Inc.",32.07,6,Houston,Texas,29.767778,-95.331667,no,yes,1998,9,29,1999,1,19,2009,8,31
Tulsa Fuel and Manufacturing,50.0,6,Collinsville,Oklahoma,36.34625,-95.848611,no,no,1998,9,29,1999,1,19,2016,9,30
Newton County Wells,50.0,7,Joplin,Missouri,37.044722,-94.473056,no,no,1999,1,19,2000,7,27,2009,4,13
Pools Prairie,50.0,7,Neosho,Missouri,36.803056,-94.390278,no,no,1999,1,19,1999,9,17,0,0,0
Former Nansemond Ordnance Depot,70.71,3,Suffolk,Virginia,36.899722,-76.434722,no,yes,1999,1,19,1999,7,22,0,0,0
American Brass,55.61,4,Headland,Alabama,31.325,-85.404167,no,no,1999,1,19,1999,5,10,2009,9,1
Stanton Cleaners Area Ground Water Contamination,35.76,2,Great Neck,New York,40.782361,-73.734139,no,no,1999,1,19,1999,5,10,2003,12,11
Armour Road,50.0,7,North Kansas City,Missouri,39.145,-94.556111,no,no,1999,1,19,1999,5,10,0,0,0
Vasquez Boulevard and I-70,50.0,8,Denver,Colorado,39.791667,-104.958333,no,yes,1999,1,19,1999,7,22,0,0,0
Midnite Mine,50.0,10,Wellpinit,Washington,47.9375,-118.094167,no,no,1999,2,16,2000,5,11,0,0,0
Eastland Woolen Mill,70.71,1,Corinna,Maine,44.921667,-69.261111,no,yes,1999,4,23,1999,7,22,2006,9,28
Vega Baja Solid Waste Disposal,50.37,2,Rio Abajo Ward,Puerto Rico,18.434306,-66.389722,no,no,1999,4,23,1999,7,22,2016,8,10
Emmell's Septic Landfill,50.0,2,Galloway Township,New Jersey,39.500694,-74.543611,no,no,1999,4,23,1999,7,22,0,0,0
Hanlin-Allied-Olin,53.98,3,Moundsville,West Virginia,39.906667,-80.801389,no,no,1999,4,23,1999,7,22,0,0,0
Kim-Stan Landfill,50.0,3,Selma,Virginia,37.800278,-79.861667,no,no,1999,4,23,1999,7,22,2009,8,3
Hart Creosoting Company,48.0,6,Jasper,Texas,30.893611,-93.995278,no,no,1999,4,23,1999,7,22,2008,9,12
Hudson Refinery,29.34,6,Cushing,Oklahoma,35.985556,-96.779722,no,no,1999,4,23,1999,7,22,2010,11,23
Mountain Pine Pressure Treating,41.93,6,Plainview,Arkansas,34.984167,-93.302222,no,no,1999,4,23,1999,7,22,2005,9,28
North Belmont PCE,50.0,4,North Belmont,North Carolina,35.273472,-81.05125,no,no,1999,4,23,1999,7,22,2004,6,21
Vienna Tetrachloroethene,50.0,3,Vienna,West Virginia,39.325167,-81.548778,no,no,1999,4,23,1999,10,22,2005,8,23
"Martin Aaron, Inc.",50.0,2,Camden,New Jersey,39.926111,-75.119167,no,no,1999,4,23,1999,7,22,0,0,0
Alameda Naval Air Station,50.0,9,Alameda,California,37.788889,-122.33,yes,no,1999,5,10,1999,7,22,0,0,0
Iceland Coin Laundry Area Ground Water Plume,30.3,2,Vineland,New Jersey,39.45725,-75.04725,no,no,1999,7,22,1999,10,22,2007,9,27
Lightman Drum Company,42.03,2,Winslow Township,New Jersey,39.729722,-74.905917,no,no,1999,7,22,1999,10,22,0,0,0
McGuire Air Force Base #1,47.2,2,Wrightstown,New Jersey,40.018056,-74.593611,yes,no,1999,7,22,1999,10,22,0,0,0
Old Wilmington Road Ground Water Contamination,50.0,3,Sadsburyville,Pennsylvania,39.995833,-75.908333,no,no,1999,7,22,2000,2,4,0,0,0
Basin Mining Area,61.15,8,Basin,Montana,46.272778,-112.263333,no,no,1999,7,22,1999,10,22,0,0,0
Jacobs Smelter,50.0,8,Stockton,Utah,40.454167,-112.358333,no,no,1999,7,22,2000,2,4,0,0,0
Upper Tenmile Creek Mining Area,50.0,8,"Helena, Rimini",Montana,46.482083,-112.245139,no,no,1999,7,22,1999,10,22,0,0,0
Star Lake Canal,50.0,6,Port Neches,Texas,29.975,-93.917,no,no,1999,7,22,2000,7,27,0,0,0
Garland Creosoting,49.1,6,Longview,Texas,32.442272,-94.710903,no,no,1999,7,22,1999,10,22,2010,8,12
Fruit Avenue Plume,50.0,6,Albuquerque,New Mexico,35.086444,-106.640611,no,no,1999,7,22,1999,10,22,2006,12,5
State Road 114 Ground Water Plume,42.41,6,Levelland,Texas,33.599883,-102.405561,no,no,1999,7,22,1999,10,22,2009,9,1
Centredale Manor Restoration Project,70.71,1,North Providence,Rhode Island,41.857667,-71.48725,no,no,1999,10,22,2000,2,4,0,0,0
"Lawrence Aviation Industries, Inc.",50.0,2,Port Jefferson Station,New York,40.928139,-73.069194,no,no,1999,10,22,2000,2,4,2014,8,1
"Scorpio Recycling, Inc.",50.0,2,Candeleria Ward,Puerto Rico,18.409167,-66.231944,no,no,1999,10,22,2000,2,4,0,0,0
"Trans Circuits, Inc.",50.0,4,Lake Park,Florida,26.795278,-80.073889,no,no,1999,10,22,2000,2,4,2013,9,25
Macalloy Corporation,50.0,4,North Charleston,South Carolina,32.838056,-79.951194,no,no,1999,10,22,2000,2,4,2006,9,26
Marion Pressure Treating,50.0,6,Marion,Louisiana,32.908333,-92.252944,no,no,1999,10,22,2000,2,4,0,0,0
Leviathan Mine,50.0,9,Markleeville,California,38.703889,-119.656111,no,no,1999,10,22,2000,5,11,0,0,0
Landia Chemical Company,50.0,4,Lakeland,Florida,28.039444,-81.979167,no,no,2000,2,4,2000,5,11,0,0,0
Alaric Area Ground Water Plume,41.91,4,Tampa,Florida,27.964083,-82.375139,no,no,2000,2,4,2000,12,1,2003,9,30
Ouachita Nevada Wood Treater,50.0,6,Reader,Arkansas,33.759453,-93.104258,no,no,2000,2,4,2000,5,11,2006,9,21
Big John Salvage - Hoult Road,48.57,3,Fairmont,West Virginia,39.497222,-80.123056,no,no,2000,2,4,2000,7,27,0,0,0
Naval Weapons Station Yorktown - Cheatham Annex,49.27,3,Williamsburg,Virginia,37.284722,-76.6075,yes,no,2000,2,4,2000,12,1,0,0,0
Old Roosevelt Field Contaminated Ground Water Area,50.0,2,Garden City,New York,40.733611,-73.618472,no,no,2000,2,4,2000,5,11,0,0,0
St. Juliens Creek Annex (U.S. Navy),50.0,3,Chesapeake,Virginia,36.794167,-76.312222,yes,no,2000,2,4,2000,7,27,2016,7,7
Scovill Industrial Landfill,50.0,1,Waterbury,Connecticut,41.550389,-73.010639,no,no,2000,5,11,2000,7,27,0,0,0
Lower Darby Creek Area,50.0,3,Darby Township,Pennsylvania,39.885556,-75.267778,no,no,2000,5,11,2001,6,14,0,0,0
Gilt Edge Mine,50.0,8,Lead,South Dakota,44.328056,-103.674306,no,no,2000,5,11,2000,12,1,0,0,0
Lockwood Solvent Ground Water Plume,45.69,8,Billings,Montana,45.803611,-108.455,no,no,2000,5,11,2000,12,1,0,0,0
Hamilton/Labree Roads Ground Water Contamination,37.65,10,Chehalis,Washington,46.623472,-122.933056,no,no,2000,5,11,2000,7,27,0,0,0
"Southern Solvents, Inc.",50.0,4,Tampa,Florida,28.040556,-82.510278,no,no,2000,5,11,2000,7,27,0,0,0
Alark Hard Chrome,50.5,9,Riverside,California,33.991886,-117.367186,no,no,2000,7,27,2000,12,1,0,0,0
Diamond Head Oil Refinery Div.,30.0,2,Kearny,New Jersey,40.747222,-74.132194,no,no,2000,7,27,2002,9,5,0,0,0
"Nuclear Metals, Inc.",58.31,1,Concord,Massachusetts,42.441667,-71.421944,no,no,2000,7,27,2001,6,14,0,0,0
Portland Harbor,50.0,10,Portland,Oregon,45.615278,-122.793056,no,no,2000,7,27,2000,12,1,0,0,0
Riverfront,50.0,7,New Haven,Missouri,38.613889,-91.214722,no,no,2000,7,27,2000,12,1,0,0,0
Sutton Brook Disposal Area,57.12,1,Tewksbury,Massachusetts,42.598222,-71.183194,no,no,2000,7,27,2001,6,14,2016,7,20
"Alabama Plating Company, Inc.",30.2,4,Vincent,Alabama,33.399722,-86.405,no,no,2000,8,24,2012,9,18,2018,6,21
"Malone Service Company, Inc.",50.0,6,Texas City,Texas,29.333056,-94.902778,no,no,2000,8,24,2001,6,14,2018,6,29
Elizabeth Mine,50.0,1,Strafford,Vermont,43.823889,-72.328889,no,no,2000,12,1,2001,6,14,0,0,0
Ashland/Northern States Power Lakefront,50.0,5,Ashland,Wisconsin,46.595972,-90.883333,no,no,2000,12,1,2002,9,5,2019,12,2
Barker Hughesville Mining District,50.0,8,Barker,Montana,47.083333,-110.630278,no,no,2000,12,1,2001,9,13,0,0,0
Carpenter Snow Creek Mining District,50.0,8,Neihart,Montana,46.961389,-110.725833,no,no,2000,12,1,2001,9,13,0,0,0
Bountiful/Woods Cross 5th South PCE Plume,50.0,8,"Bountiful, Woods Cross",Utah,40.887222,-111.903889,no,no,2000,12,1,2001,9,13,0,0,0
Del Amo,47.12,9,Los Angeles,California,33.846639,-118.289472,no,no,2000,12,1,2002,9,5,0,0,0
Lower Duwamish Waterway,50.0,10,Seattle,Washington,47.510081,-122.29285,no,no,2000,12,1,2001,9,13,0,0,0
Taylor Lumber and Treating,71.78,10,Sheridan,Oregon,45.097222,-123.426944,no,no,2000,12,1,2001,6,14,2008,9,24
Quanta Resources,50.0,2,Edgewater,New Jersey,40.804306,-73.989167,no,no,2001,1,11,2002,9,5,0,0,0
Cooper Drum Company,50.0,9,South Gate,California,33.946972,-118.179694,no,no,2001,1,11,2001,6,14,0,0,0
Shenandoah Road Ground Water Contamination,50.0,2,East Fishkill,New York,41.526111,-73.792222,no,no,2001,1,11,2001,6,14,2013,9,26
Barber Orchard,70.71,4,Waynesville,North Carolina,35.445833,-83.063889,no,no,2001,1,11,2001,9,13,2011,9,29
Griggs & Walnut Ground Water Plume,50.0,6,Las Cruces,New Mexico,32.315556,-106.76,no,no,2001,1,11,2001,6,14,2012,7,20
"MacKenzie Chemical Works, Inc.",50.0,2,Central Islip,New York,40.788889,-73.205278,no,no,2001,6,14,2001,9,13,2006,10,3
Valmont TCE,43.16,3,West Hazleton,Pennsylvania,40.967778,-76.015556,no,no,2001,6,14,2001,9,13,2011,9,7
Watson Johnson Landfill,70.71,3,Richland Township,Pennsylvania,40.460139,-75.331861,no,no,2001,6,14,2001,9,13,2019,3,25
"American Creosote Works, Inc.",62.2,4,Louisville,Mississippi,33.111111,-89.058333,no,no,2001,6,14,2001,9,13,2017,7,17
Matthiessen and Hegeler Zinc Company,50.0,5,La Salle,Illinois,41.34215,-89.083067,no,no,2001,6,14,2003,9,29,0,0,0
Patrick Bayou,47.83,6,Deer Park,Texas,29.731944,-95.114583,no,no,2001,6,14,2002,9,5,0,0,0
Casmalia Resources,30.0,9,Casmalia,California,34.863125,-120.544303,no,no,2001,6,14,2001,9,13,0,0,0
Ely Copper Mine,50.0,1,Vershire,Vermont,43.927447,-72.285506,no,no,2001,6,14,2001,9,13,0,0,0
"Crown Cleaners of Watertown, Inc.",49.0,2,Carthage,New York,44.022944,-75.651861,no,no,2001,9,13,2002,9,5,2017,2,1
Franklin Slag Pile (MDC),50.2,3,Philadelphia,Pennsylvania,39.983194,-75.083889,no,no,2001,9,13,2002,9,5,0,0,0
Curtis Bay Coast Guard Yard,50.0,3,Anne Arundel County,Maryland,39.2,-76.572694,yes,no,2001,9,13,2002,9,5,2013,8,26
Callahan Mine,50.0,1,Brooksville,Maine,44.351639,-68.810139,no,no,2001,9,13,2002,9,5,0,0,0
Woodbrook Road Dump,50.0,2,South Plainfield,New Jersey,40.561564,-74.402914,no,no,2001,9,13,2003,4,30,0,0,0
Atlantic Resources Corporation,50.0,2,Sayreville,New Jersey,40.486111,-74.319444,no,no,2001,9,13,2002,9,5,0,0,0
Cayuga County Ground Water Contamination,50.0,2,"Aurelius, Fleming, Springport",New York,42.880556,-76.6425,no,no,2001,9,13,2002,9,5,0,0,0
Oak Grove Village Well,50.0,7,Oak Grove Village,Missouri,38.220972,-91.149461,no,no,2001,9,13,2002,9,5,0,0,0
Brine Service Company,50.0,6,Corpus Christi,Texas,27.815372,-97.508606,no,no,2001,9,13,2002,9,5,0,0,0
McGaffey and Main Groundwater Plume,50.0,6,Roswell,New Mexico,33.379792,-104.518722,no,no,2001,9,13,2002,9,5,0,0,0
Railroad Avenue Groundwater Contamination,50.0,7,Des Moines,Iowa,41.578333,-93.702222,no,no,2001,9,13,2002,9,5,2007,8,17
Omaha Lead,50.0,7,Omaha,Nebraska,41.267778,-95.929722,no,no,2002,2,26,2003,4,30,0,0,0
"United Metals, Inc.",33.73,4,Marianna,Florida,30.685833,-85.168056,no,no,2002,9,5,2003,4,30,2011,9,14
Gulfco Marine Maintenance,50.0,6,Freeport,Texas,28.966847,-95.289656,no,no,2002,9,5,2003,4,30,2011,9,29
Lammers Barrel,69.33,5,Beavercreek,Ohio,39.726389,-84.084306,no,no,2002,9,5,2003,9,29,0,0,0
